"","From","To","Mean","UCI","p.value"
"2611","LAO","GRD",4.34548796145349e-08,1.30364638843605e-07,0.312
"2612","LAO","GUY",4.32139688580452e-10,1.29641906574136e-09,0.373
"2613","LAO","HTI",2.46681140984885e-08,7.40043422954656e-08,0.315
"2614","LAO","JAM",8.08474656516288e-08,2.41676034266009e-07,0.092
"2615","LAO","LBY",1.06173190942187e-07,2.49809362342269e-07,0.073
"2616","LAO","MWI",6.9487645347855e-10,2.08462936043565e-09,0.356
"2617","LAO","MLT",4.94970560278519e-09,1.31163914305998e-08,0.087
"2618","LAO","NIC",2.08737496417544e-08,4.18285443921938e-08,0.081
"2619","LAO","NER",4.32139688580452e-10,1.29641906574136e-09,0.348
"2620","LAO","PNG",3.8095784650697e-08,1.07315929886725e-07,0.093
"2621","LAO","VCT",6.36225789698573e-10,1.27245157939715e-09,0.091
"2622","LAO","SEN",4.99505427031636e-09,1.39428481307313e-08,0.083
"2623","LAO","SLE",7.04888433275859e-08,2.11466529982758e-07,0.343
"2624","LAO","PSE",3.47438226739275e-10,1.04231468021782e-09,0.369
"2625","LAO","SUR",1.66770348834852e-08,5.00311046504556e-08,0.352
"2626","LAO","TJK",4.75353657438497e-09,1.42606097231549e-08,0.344
"2627","LAO","TTO",1.25054585531265e-08,2.5010917106253e-08,0.089
"2628","LAO","UZB",2.79188574938464e-08,6.18679641969649e-08,0.099
"2629","LVA","ASM",4.32139688580452e-10,1.29641906574136e-09,0.333
"2630","LVA","BES",8.66362688877896e-10,1.77604351219965e-09,0.319
"2631","LVA","COM",2.2095701498916e-09,6.62871044967481e-09,0.343
"2632","LVA","SWZ",4.78740199143181e-09,1.43622059742954e-08,0.333
"2633","LVA","PRK",2.81424963658813e-08,8.44274890976438e-08,0.319
"2634","LVA","MSR",1.3897529069571e-09,4.1692587208713e-09,0.342
"2635","LVA","SHN",2.10335989514182e-08,4.40866505567148e-08,0.083
"2636","LVA","WSM",1.39939442826468e-08,4.19818328479405e-08,0.327
"2637","LVA","STP",1.53983744770289e-09,3.43461734918234e-09,0.092
"2638","LVA","SLB",5.58917457006471e-08,1.2872352921713e-07,0.084
"2639","LVA","TLS",8.16382328632925e-09,2.09142721960969e-08,0.066
"2640","LBN","CYM",1.2780944119837e-08,3.8342832359511e-08,0.353
"2641","LBN","GRD",3.899778285664e-08,1.15696929504179e-07,0.087
"2642","LBN","HTI",6.19682139143612e-09,1.85904641743084e-08,0.334
"2643","LBN","LAO",3.47438226739275e-09,1.04231468021782e-08,0.333
"2644","LBN","LSO",5.90644985456767e-09,1.21082222018635e-08,0.303
"2645","LBN","FSM",1.88207128148836e-08,4.17339727337266e-08,0.09
"2646","LBN","MNP",1.08372037693504e-09,2.38479844192723e-09,0.084
"2647","LBN","PNG",1.3012317304513e-07,2.6024634609026e-07,0.09
"2648","LBN","SHN",1.72855875432181e-09,5.18567626296543e-09,0.324
"2649","LBN","KNA",1.09719985154062e-07,2.4748555432048e-07,0.082
"2650","LBN","PSE",7.8342258784034e-09,1.6571776124187e-08,0.072
"2651","LBN","SUR",4.75353657438497e-09,1.42606097231549e-08,0.339
"2652","LBN","TKL",3.87301336964757e-10,1.16190401089427e-09,0.352
"2653","LBN","TKM",2.38418482925709e-08,5.24655657223991e-08,0.098
"2654","LBN","TCA",1.3897529069571e-08,4.1692587208713e-08,0.358
"2655","LBN","VUT",3.989203770737e-08,1.1967611312211e-07,0.34
"2656","LSO","AFG",2.7111093587533e-09,5.4222187175066e-09,0.331
"2657","LSO","DZA",6.51634162724169e-08,1.93166440795462e-07,0.099
"2658","LSO","ATG",3.97466406987872e-10,1.19239922096362e-09,0.329
"2659","LSO","AZE",3.13907097581052e-09,6.27814195162104e-09,0.069
"2660","LSO","BRB",4.32139688580452e-10,1.29641906574136e-09,0.332
"2661","LSO","BLR",1.17206908091739e-09,2.364468301881e-09,0.076
"2662","LSO","BRN",7.79577915319727e-10,1.64385729248063e-09,0.087
"2663","LSO","COG",9.83664016437848e-10,2.08462936043565e-09,0.087
"2664","LSO","CIV",4.87890565556899e-08,1.02989419927017e-07,0.103
"2665","LSO","DJI",2.2095701498916e-09,6.62871044967481e-09,0.344
"2666","LSO","ECU",1.54920534785903e-09,4.64761604357709e-09,0.331
"2667","LSO","EST",2.08462936043565e-09,4.1692587208713e-09,0.32
"2668","LSO","PYF",1.04231468021782e-09,3.12694404065347e-09,0.332
"2669","LSO","GEO",2.63218030816931e-09,5.26436061633863e-09,0.102
"2670","LSO","JAM",8.02298047808716e-08,2.38479844192723e-07,0.071
"2671","LSO","LBR",1.1047850749458e-09,3.31435522483741e-09,0.367
"2672","LSO","MLI",5.5590116278284e-09,1.66770348834852e-08,0.336
"2673","LSO","MNG",3.47438226739275e-10,1.04231468021782e-09,0.333
"2674","LSO","MNE",6.9487645347855e-10,2.08462936043565e-09,0.34
"2675","LSO","NPL",1.98784256747008e-08,5.96352770241024e-08,0.348
"2676","LSO","NIC",9.43100406630334e-09,2.20391241176031e-08,0.099
"2677","LSO","NIU",3.47438226739275e-10,1.04231468021782e-09,0.342
"2678","LSO","PAN",1.73719113369637e-09,5.21157340108912e-09,0.302
"2679","LSO","PRY",4.06211307265625e-08,1.21863392179688e-07,0.345
"2680","LSO","PER",2.42690651328132e-08,5.92571045556079e-08,0.088
"2681","LSO","QAT",5.96199610481808e-09,1.78859883144542e-08,0.31
"2682","LSO","SYC",3.68261691648601e-10,1.1047850749458e-09,0.327
"2683","LSO","SLE",1.96700189489313e-09,3.93400378978626e-09,0.098
"2684","LSO","LKA",1.24104190085578e-07,3.72312570256735e-07,0.349
"2685","LSO","PSE",1.58986562795149e-09,4.76959688385447e-09,0.347
"2686","LSO","TGO",1.19239922096362e-09,3.57719766289085e-09,0.329
"2687","LSO","TUN",1.98733203493936e-09,5.96199610481808e-09,0.344
"2688","LBR","AFG",1.15265258026483e-08,3.45795774079449e-08,0.351
"2689","LBR","ALB",3.68261691648601e-10,1.1047850749458e-09,0.328
"2690","LBR","DZA",1.58245070123e-06,4.7461901996791e-06,0.09
"2691","LBR","ATG",7.94932813975744e-10,1.58986562795149e-09,0.352
"2692","LBR","ARM",3.97466406987872e-10,1.19239922096362e-09,0.34
"2693","LBR","AZE",3.87301336964757e-10,1.16190401089427e-09,0.325
"2694","LBR","BHR",4.40680375845917e-09,1.19239922096362e-08,0.077
"2695","LBR","BRB",2.88787562959299e-10,8.66362688877896e-10,0.318
"2696","LBR","BLZ",1.04231468021782e-09,3.12694404065347e-09,0.335
"2697","LBR","BOL",2.88787562959299e-10,5.77575125918597e-10,0.34
"2698","LBR","BIH",1.41080563208595e-06,4.22824763753698e-06,0.084
"2699","LBR","BWA",1.86034810355916e-09,4.41914029978321e-09,0.087
"2700","LBR","BDI",8.23025787635622e-09,1.7719349563703e-08,0.097
"2701","LBR","CPV",1.18544392741037e-08,2.72248003805685e-08,0.088
"2702","LBR","CAF",3.87301336964757e-09,7.74602673929515e-09,0.342
"2703","LBR","HRV",1.15216456804889e-05,3.45549052859963e-05,0.085
"2704","LBR","ECU",7.32827215446968e-09,1.646089108868e-08,0.083
"2705","LBR","EGY",1.67740289650758e-06,5.02787687607835e-06,0.102
"2706","LBR","SLV",3.87301336964757e-10,1.16190401089427e-09,0.342
"2707","LBR","FJI",2.16069844290226e-09,6.48209532870678e-09,0.359
"2708","LBR","FIN",1.54920534785903e-08,4.64761604357709e-08,0.359
"2709","LBR","GTM",3.97466406987872e-10,1.19239922096362e-09,0.33
"2710","LBR","GIN",8.64279377160904e-08,2.59283813148271e-07,0.327
"2711","LBR","ISL",2.88787562959299e-10,8.66362688877896e-10,0.339
"2712","LBR","JAM",7.36523383297202e-09,2.2095701498916e-08,0.346
"2713","LBR","KWT",1.53983744770289e-09,3.57719766289085e-09,0.095
"2714","LBR","LAO",1.27189250236119e-08,2.54378500472238e-08,0.355
"2715","LBR","LSO",2.57783184154021e-09,7.73349552462062e-09,0.332
"2716","LBR","LTU",3.28771458496126e-09,7.77851439444814e-09,0.085
"2717","LBR","LUX",8.1944102554521e-10,1.63888205109042e-09,0.094
"2718","LBR","MDG",1.4730467665944e-09,2.94609353318881e-09,0.335
"2719","LBR","MDV",4.9696064186752e-08,1.49088192560256e-07,0.324
"2720","LBR","MEX",4.66027713695179e-07,1.31640873994383e-06,0.083
"2721","LBR","MNG",4.32139688580452e-10,1.29641906574136e-09,0.343
"2722","LBR","MNE",8.64279377160904e-10,2.59283813148271e-09,0.311
"2723","LBR","NPL",6.8225566973731e-07,1.88758615971941e-06,0.084
"2724","LBR","PER",4.22045159638685e-09,1.16190401089427e-08,0.105
"2725","LBR","RWA",7.8920792465915e-08,2.2946617463622e-07,0.075
"2726","LBR","KNA",1.16190401089427e-09,3.48571203268282e-09,0.334
"2727","LBR","SLB",3.87301336964757e-10,1.16190401089427e-09,0.344
"2728","LBR","SDN",1.04231468021783e-08,3.12694404065347e-08,0.33
"2729","LBR","TUN",2.70277156751753e-08,8.10831470255259e-08,0.327
"2730","LBR","VNM",4.48818482150476e-07,8.97636964300953e-07,0.093
"2731","LBY","AGO",2.16933082227683e-09,5.21157340108912e-09,0.081
"2732","LBY","AZE",2.03105653632813e-08,6.09316960898438e-08,0.335
"2733","LBY","BGD",8.76538310986876e-08,2.45634239518505e-07,0.092
"2734","LBY","BRB",1.04231468021782e-09,3.12694404065347e-09,0.316
"2735","LBY","BLR",1.42606097231549e-08,4.27818291694648e-08,0.349
"2736","LBY","COL",3.56703259286774e-09,9.53919376770893e-09,0.073
"2737","LBY","COM",5.61781595154588e-09,1.68534478546376e-08,0.319
"2738","LBY","COD",9.9366601746968e-09,2.98099805240904e-08,0.314
"2739","LBY","CUB",1.15234577392976e-08,2.50403836402359e-08,0.082
"2740","LBY","ERI",6.92774700588885e-08,1.38554940117777e-07,0.085
"2741","LBY","EST",6.56933948219812e-06,1.97080184465944e-05,0.302
"2742","LBY","GAB",1.08372037693504e-09,2.38479844192723e-09,0.09
"2743","LBY","GMB",4.74926674380824e-09,1.19239922096362e-08,0.08
"2744","LBY","GIB",1.73059323578503e-05,3.64541104573879e-05,0.078
"2745","LBY","GTM",1.84824040293951e-08,5.54472120881853e-08,0.344
"2746","LBY","GIN",1.85820066089594e-08,3.71640132179189e-08,0.368
"2747","LBY","GUY",1.51037234655391e-08,4.53111703966174e-08,0.331
"2748","LBY","MUS",4.32139688580452e-10,1.29641906574136e-09,0.318
"2749","LBY","MDA",3.87301336964757e-10,1.16190401089427e-09,0.352
"2750","LBY","MNE",8.59262182726613e-09,2.18886082845743e-08,0.106
"2751","LBY","PHL",9.29903345921447e-09,2.07427050518617e-08,0.105
"2752","LBY","QAT",1.13112593648246e-06,3.20159190828731e-06,0.102
"2753","LBY","RWA",1.16190401089427e-08,3.48571203268282e-08,0.342
"2754","LBY","LKA",9.47458549361696e-09,2.32380802178854e-08,0.088
"2755","LBY","TGO",1.82356504924966e-08,3.64713009849932e-08,0.076
"2756","LBY","UGA",5.34878584185171e-09,1.07326301736171e-08,0.106
"2757","LBY","VUT",3.14248228677656e-09,6.28496457355311e-09,0.082
"2758","LBY","VNM",8.1944102554521e-10,1.68372040270611e-09,0.089
"2759","LBY","YEM",3.19643168600133e-08,9.58929505800399e-08,0.337
"2760","LTU","AIA",3.46545075551158e-09,1.03963522665347e-08,0.335
"2761","LTU","ERI",2.88628469369284e-09,5.77256938738569e-09,0.076
"2762","LTU","SWZ",6.35394444180414e-09,1.66770348834852e-08,0.089
"2763","LTU","PRK",4.75218740455757e-07,1.42565622136727e-06,0.318
"2764","LTU","FSM",1.4418545030795e-09,2.883709006159e-09,0.083
"2765","LTU","PLW",4.32139688580452e-09,1.29641906574136e-08,0.316
"2766","LTU","SHN",3.87301336964757e-10,1.16190401089427e-09,0.347
"2767","LTU","WSM",3.31245287043435e-08,6.62490574086869e-08,0.091
"2768","LUX","ASM",3.47438226739275e-10,1.04231468021782e-09,0.348
"2769","LUX","VGB",1.39327874305529e-05,4.17983622916586e-05,0.357
"2770","LUX","DMA",2.89374069597098e-08,5.95996348487953e-08,0.079
"2771","LUX","FLK",3.57719766289085e-09,1.07315929886725e-08,0.349
"2772","LUX","GRD",6.92595767266192e-08,1.46966369910713e-07,0.081
"2773","LUX","KIR",3.17800291933446e-08,7.97053673767664e-08,0.113
"2774","LUX","PRK",1.62103656774065e-08,3.2420731354813e-08,0.103
"2775","LUX","LSO",8.80941697618396e-09,2.5561888239674e-08,0.077
"2776","LUX","FSM",8.34596056952373e-08,2.50378817085712e-07,0.328
"2777","LUX","MSR",2.88787562959299e-10,8.66362688877896e-10,0.352
"2778","LUX","PLW",1.43816206353731e-07,4.31448619061192e-07,0.31
"2779","LUX","KNA",1.93650668482379e-09,5.80952005447136e-09,0.32
"2780","LUX","WSM",1.73719113369637e-09,5.21157340108912e-09,0.327
"2781","LUX","SXM",1.55570287888963e-08,4.66710863666888e-08,0.346
"2782","LUX","SSD",4.01036982205326e-07,1.20311094661598e-06,0.356
"2783","LUX","TUV",1.81959184214556e-08,4.41914029978321e-08,0.085
"2784","LUX","WLF",4.49279263811293e-08,1.34783779143388e-07,0.319
"2785","MDG","AND",1.18128997091353e-08,2.36257994182707e-08,0.343
"2786","MDG","BLZ",1.12204090066879e-09,2.32380802178854e-09,0.101
"2787","MDG","CPV",1.14161124411066e-08,3.42483373233199e-08,0.31
"2788","MDG","CYM",2.54332350967655e-07,6.48342438079004e-07,0.085
"2789","MDG","COK",3.04213453448668e-08,6.27428165882907e-08,0.097
"2790","MDG","DMA",5.38413942687429e-09,1.39428481307313e-08,0.094
"2791","MDG","ECU",9.0057211576286e-08,2.46323650309586e-07,0.095
"2792","MDG","GNQ",6.75692891879383e-09,2.02707867563815e-08,0.36
"2793","MDG","ERI",7.94932813975744e-10,2.38479844192723e-09,0.308
"2794","MDG","FRO",1.58986562795149e-09,4.76959688385447e-09,0.296
"2795","MDG","GIB",5.80952005447136e-09,1.74285601634141e-08,0.335
"2796","MDG","GRD",9.57480398286362e-09,2.87244119485909e-08,0.339
"2797","MDG","GUM",6.65135448829482e-09,1.87616642439208e-08,0.086
"2798","MDG","GNB",3.68261691648601e-10,1.1047850749458e-09,0.343
"2799","MDG","HTI",1.17925585370025e-07,2.78730099134392e-07,0.089
"2800","MDG","HND",5.18491046416935e-08,1.03698209283387e-07,0.08
"2801","MDG","KGZ",3.54799294755158e-09,7.56799489579952e-09,0.081
"2802","MDG","LAO",8.83828059956642e-09,2.65148417986993e-08,0.339
"2803","MDG","LSO",1.01782924075051e-07,2.63520227832959e-07,0.088
"2804","MDG","MLT",2.32338510812846e-08,5.42003633713269e-08,0.084
"2805","MDG","NIU",7.94932813975744e-10,2.38479844192723e-09,0.328
"2806","MDG","PRY",4.26031470661233e-09,8.52062941322466e-09,0.38
"2807","MDG","SHN",1.93650668482379e-09,5.80952005447136e-09,0.338
"2808","MDG","KNA",8.64279377160904e-09,2.59283813148271e-08,0.312
"2809","MDG","LCA",2.7795058139142e-09,8.3385174417426e-09,0.327
"2810","MDG","VCT",7.34739563704032e-10,1.46947912740806e-09,0.082
"2811","MDG","SLE",1.2321458616624e-08,2.52589901640787e-08,0.354
"2812","MDG","SOM",2.16888748700264e-08,6.50666246100792e-08,0.347
"2813","MDG","TKL",1.45924055230495e-08,4.37772165691486e-08,0.332
"2814","MDG","TKM",6.60132630804622e-09,1.98039789241387e-08,0.322
"2815","MWI","AFG",1.33068840841142e-07,3.99206522523427e-07,0.346
"2816","MWI","ALB",1.73719113369637e-09,5.21157340108912e-09,0.321
"2817","MWI","ASM",9.32989587645196e-07,2.79896876293559e-06,0.32
"2818","MWI","AND",2.16069844290226e-09,4.32139688580452e-09,0.335
"2819","MWI","ARG",8.0451414951619e-08,2.32059012767703e-07,0.091
"2820","MWI","AZE",7.38114457813824e-08,2.1495224201544e-07,0.092
"2821","MWI","BRB",2.16069844290226e-09,6.48209532870678e-09,0.359
"2822","MWI","BOL",4.76959688385447e-09,1.43087906515634e-08,0.36
"2823","MWI","BIH",1.70420374526721e-07,4.43847332161612e-07,0.082
"2824","MWI","TCD",1.93650668482379e-09,5.80952005447136e-09,0.359
"2825","MWI","CHL",8.06801711439326e-08,1.61360342287865e-07,0.092
"2826","MWI","COL",6.22736248103221e-08,1.24547249620644e-07,0.085
"2827","MWI","COM",3.97466406987872e-10,1.19239922096362e-09,0.316
"2828","MWI","CRI",2.88787562959299e-10,8.66362688877896e-10,0.321
"2829","MWI","HRV",8.0959967580135e-08,1.7897518214122e-07,0.085
"2830","MWI","DJI",1.58986562795149e-09,4.76959688385447e-09,0.32
"2831","MWI","DMA",1.29209766885555e-07,3.87629300656666e-07,0.331
"2832","MWI","FRO",8.66362688877896e-10,2.59908806663369e-09,0.311
"2833","MWI","FIN",1.0253109462565e-09,2.2095701498916e-09,0.09
"2834","MWI","PYF",5.77575125918597e-10,1.73272537775579e-09,0.328
"2835","MWI","HND",1.56866706954704e-07,4.70600120864112e-07,0.356
"2836","MWI","JAM",2.7822648489151e-09,8.34679454674532e-09,0.331
"2837","MWI","MLI",7.55186173276957e-09,2.26555851983087e-08,0.33
"2838","MWI","MDA",4.02680617402584e-08,8.05361234805167e-08,0.093
"2839","MWI","MMR",9.45523515695164e-08,2.77695058603731e-07,0.09
"2840","MWI","NIC",3.47438226739275e-10,6.9487645347855e-10,0.324
"2841","MWI","NER",5.89284823888549e-07,1.71729412810173e-06,0.094
"2842","MWI","NIU",6.04995564012633e-09,1.8149866920379e-08,0.326
"2843","MWI","MDK",2.88787562959299e-08,8.66362688877896e-08,0.308
"2844","MWI","PNG",3.45711750864362e-09,1.03713525259309e-08,0.34
"2845","MWI","KNA",2.72248003805685e-08,8.16744011417055e-08,0.327
"2846","MWI","STP",6.55058792577659e-08,1.91870021729721e-07,0.087
"2847","MWI","SVK",6.86253969947171e-10,1.37250793989434e-09,0.094
"2848","MWI","SOM",1.93650668482379e-08,5.80952005447136e-08,0.334
"2849","MWI","TLS",1.98733203493936e-09,5.96199610481808e-09,0.362
"2850","MWI","TTO",6.65135448829482e-09,1.87616642439208e-08,0.071
"2851","MWI","UZB",2.16983308554695e-08,6.07631791220191e-08,0.086
"2852","MYS","CHN",0.074463681535424,0.0800370982140074,0.981
"2853","MYS","SWZ",1.56391527964174e-06,3.12783055928348e-06,0.082
"2854","MYS","FLK",3.12694404065347e-09,9.38083212196042e-09,0.339
"2855","MYS","GRL",2.87937500400386e-08,8.05717300656443e-08,0.098
"2856","MYS","SPM",7.44904633727147e-10,1.53983744770289e-09,0.083
"2857","MYS","SGP",0.0737674350335878,0.0755343969741163,1
"2858","MYS","SXM",2.37923842648503e-08,4.75847685297006e-08,0.094
"2859","MYS","SSD",6.49730350424082e-08,1.89733428864259e-07,0.093
"2860","MYS","USA",0.0529897814205757,0.0562728695918637,0.9
"2861","MDV","ARM",2.31030050367439e-09,6.93090151102317e-09,0.315
"2862","MDV","AUT",6.3065888700041e-07,1.26131777400082e-06,0.088
"2863","MDV","BRA",5.33089197511604e-09,1.06617839502321e-08,0.076
"2864","MDV","COL",4.1948119986103e-08,9.27008077099348e-08,0.091
"2865","MDV","CYP",6.91680742612817e-08,1.41217118287097e-07,0.082
"2866","MDV","ECU",3.22481610739877e-07,7.67597342345816e-07,0.084
"2867","MDV","EGY",1.841308458243e-09,5.52392537472901e-09,0.326
"2868","MDV","GRC",3.02497782006316e-09,9.07493346018949e-09,0.327
"2869","MDV","HUN",5.80952005447136e-09,1.74285601634141e-08,0.351
"2870","MDV","IRN",1.36954916294387e-08,2.73909832588774e-08,0.086
"2871","MDV","KEN",9.33476076033403e-09,2.02707867563815e-08,0.104
"2872","MDV","LBY",1.05696248043103e-07,3.1708874412931e-07,0.333
"2873","MDV","MAR",3.57719766289085e-09,1.07315929886725e-08,0.344
"2874","MDV","NAM",2.88787562959299e-10,8.66362688877896e-10,0.331
"2875","MDV","NPL",1.15515025183719e-09,3.46545075551158e-09,0.335
"2876","MDV","NZL",1.3897529069571e-09,4.1692587208713e-09,0.319
"2877","MDV","OMN",1.15515025183719e-08,3.46545075551158e-08,0.31
"2878","MDV","PAK",2.99383933473757e-07,8.98151800421272e-07,0.351
"2879","MDV","SVN",5.77575125918597e-10,1.73272537775579e-09,0.334
"2880","MDV","SWE",1.48035543840476e-08,3.81567750708357e-08,0.089
"2881","MDV","TTO",2.34505180122845e-08,4.69010360245689e-08,0.352
"2882","MLI","ABW",2.46735333404563e-08,7.40206000213687e-08,0.352
"2883","MLI","AZE",1.1047850749458e-09,3.31435522483741e-09,0.356
"2884","MLI","BRB",3.87301336964757e-10,7.74602673929515e-10,0.354
"2885","MLI","BWA",2.59283813148271e-09,7.77851439444814e-09,0.332
"2886","MLI","BGR",1.98518146564093e-07,5.81611591561546e-07,0.094
"2887","MLI","MAC",1.36696801735082e-08,3.75233284878417e-08,0.096
"2888","MLI","COM",2.75441318490785e-08,5.50882636981571e-08,0.076
"2889","MLI","CRI",2.43605389819747e-08,7.19197129350299e-08,0.11
"2890","MLI","HRV",1.20674236250997e-09,2.41348472501993e-09,0.084
"2891","MLI","ERI",1.841308458243e-09,5.52392537472901e-09,0.333
"2892","MLI","EST",9.49082932119345e-09,1.89816586423869e-08,0.081
"2893","MLI","SWZ",8.0226222064794e-08,1.60452444129588e-07,0.076
"2894","MLI","FRO",4.05087860813461e-09,1.21526358244038e-08,0.354
"2895","MLI","GEO",6.99368435180785e-08,1.41480796775895e-07,0.081
"2896","MLI","GRC",4.27047977663545e-09,1.16190401089427e-08,0.087
"2897","MLI","GTM",3.12694404065347e-09,9.38083212196042e-09,0.35
"2898","MLI","HND",3.85458391563149e-09,1.03713525259309e-08,0.078
"2899","MLI","IRQ",6.86234817238899e-09,1.3724696344778e-08,0.07
"2900","MLI","JAM",3.82182049413202e-09,1.14654614823961e-08,0.353
"2901","MLI","KIR",4.32139688580452e-10,1.29641906574136e-09,0.325
"2902","MLI","KGZ",7.74602673929515e-10,2.32380802178854e-09,0.346
"2903","MLI","LTU",1.43179705949431e-06,4.28725785040667e-06,0.08
"2904","MLI","MDV",3.68261691648601e-10,1.1047850749458e-09,0.306
"2905","MLI","FSM",1.4730467665944e-09,4.41914029978321e-09,0.31
"2906","MLI","MNE",6.97142406536563e-09,2.09142721960969e-08,0.329
"2907","MLI","NCL",1.4730467665944e-08,4.41914029978321e-08,0.334
"2908","MLI","VCT",3.0682933768735e-09,8.3385174417426e-09,0.076
"2909","MLI","PSE",2.08462936043565e-09,6.25388808130695e-09,0.357
"2910","MLI","TTO",1.841308458243e-09,5.52392537472901e-09,0.355
"2911","MLI","URY",7.77032169378548e-08,2.33109650813564e-07,0.346
"2912","MLI","UZB",1.80138376646844e-07,5.38030331498606e-07,0.085
"2913","MLT","AND",2.75306013357583e-09,7.1543953257817e-09,0.102
"2914","MLT","ABW",1.59404369947472e-09,3.49243778542516e-09,0.083
"2915","MLT","BMU",3.42323692390715e-08,9.85278489963431e-08,0.094
"2916","MLT","COM",1.29641906574136e-09,3.88925719722407e-09,0.332
"2917","MLT","COK",3.87301336964757e-10,1.16190401089427e-09,0.328
"2918","MLT","SLV",2.43206758717492e-09,7.29620276152477e-09,0.341
"2919","MLT","ERI",2.79589378548923e-08,5.81663847859706e-08,0.087
"2920","MLT","FRO",3.88925719722407e-09,1.16677715916722e-08,0.312
"2921","MLT","FJI",3.84585709864479e-07,1.13825593972091e-06,0.074
"2922","MLT","GRL",7.74602673929515e-10,2.32380802178854e-09,0.338
"2923","MLT","GRD",3.47438226739275e-10,1.04231468021782e-09,0.35
"2924","MLT","HND",2.59511606526556e-07,5.19023213053112e-07,0.079
"2925","MLT","KIR",7.16223028885392e-08,2.13674509444654e-07,0.083
"2926","MLT","LAO",1.64385729248063e-09,3.88925719722407e-09,0.095
"2927","MLT","MHL",2.59283813148271e-09,7.77851439444814e-09,0.351
"2928","MLT","MSR",2.16069844290226e-09,6.48209532870678e-09,0.325
"2929","MLT","NIC",1.01075647035755e-08,3.03226941107264e-08,0.334
"2930","MLT","MNP",1.20063414459075e-08,3.60190243377224e-08,0.326
"2931","MLT","PLW",3.00517695715294e-09,6.93090151102317e-09,0.087
"2932","MLT","KNA",5.79914689302167e-08,1.16739244184396e-07,0.094
"2933","MLT","SUR",5.51450151758161e-09,1.5501189872527e-08,0.071
"2934","MLT","SYR",5.80393921903979e-07,1.72658936018889e-06,0.086
"2935","MLT","TJK",2.65440465140385e-08,7.8439740321152e-08,0.082
"2936","MLT","TKL",3.97466406987872e-09,1.19239922096362e-08,0.324
"2937","MLT","TON",8.64279377160904e-10,2.59283813148271e-09,0.34
"2938","MLT","ZWE",9.42737799745467e-09,1.88547559949093e-08,0.084
"2939","MHL","AGO",1.37543112186403e-06,4.12212410687122e-06,0.09
"2940","MHL","ARG",3.77455134888433e-09,7.54910269776867e-09,0.079
"2941","MHL","AUT",2.50813666964154e-09,6.48209532870678e-09,0.089
"2942","MHL","BRB",1.2346243805265e-09,2.59908806663369e-09,0.088
"2943","MHL","BEL",8.12142674973149e-07,2.41975099003596e-06,0.097
"2944","MHL","BOL",1.60863898980284e-07,4.82591696940853e-07,0.331
"2945","MHL","CHL",1.09700728328653e-07,3.29102184985958e-07,0.344
"2946","MHL","COL",4.62578058052127e-09,1.16677715916722e-08,0.088
"2947","MHL","COD",5.34729767387596e-09,1.21526358244038e-08,0.097
"2948","MHL","CIV",3.97466406987872e-10,1.19239922096362e-09,0.335
"2949","MHL","HRV",3.34241053800586e-07,1.00272316140176e-06,0.332
"2950","MHL","ECU",3.83894139719606e-07,1.14947284900893e-06,0.074
"2951","MHL","GMB",3.68261691648601e-10,1.1047850749458e-09,0.357
"2952","MHL","GTM",7.94932813975744e-10,2.38479844192723e-09,0.359
"2953","MHL","GUY",7.94932813975744e-10,2.38479844192723e-09,0.342
"2954","MHL","HUN",3.8933435096938e-09,9.29523208715418e-09,0.099
"2955","MHL","IRL",5.48696369622667e-09,1.646089108868e-08,0.34
"2956","MHL","KEN",8.90207758475731e-08,2.67062327542719e-07,0.342
"2957","MHL","LVA",1.26174578414878e-09,2.59283813148271e-09,0.079
"2958","MHL","MLI",6.9487645347855e-10,2.08462936043565e-09,0.349
"2959","MHL","MRT",7.94932813975744e-10,2.38479844192723e-09,0.327
"2960","MHL","MAR",1.72855875432181e-08,5.18567626296543e-08,0.339
"2961","MHL","MMR",3.09841069571806e-09,9.29523208715418e-09,0.354
"2962","MHL","NIC",1.01636425359955e-07,2.34902646529832e-07,0.083
"2963","MHL","PLW",4.32139688580452e-10,1.29641906574136e-09,0.337
"2964","MHL","ROU",1.3897529069571e-09,4.1692587208713e-09,0.315
"2965","MHL","RWA",6.9487645347855e-10,2.08462936043565e-09,0.323
"2966","MHL","WSM",7.8476774395263e-10,1.56953548790526e-09,0.074
"2967","MHL","SYC",2.52587390795997e-07,6.43895579320353e-07,0.09
"2968","MHL","SLE",1.93650668482379e-09,5.80952005447136e-09,0.335
"2969","MHL","SVK",3.97466406987872e-10,1.19239922096362e-09,0.331
"2970","MHL","SLB",1.29641906574136e-09,3.88925719722407e-09,0.325
"2971","MHL","LKA",1.20948967385148e-08,3.03226941107263e-08,0.073
"2972","MHL","SDN",4.32139688580452e-10,1.29641906574136e-09,0.323
"2973","MHL","TUN",2.08462936043565e-09,6.25388808130695e-09,0.335
"2974","MHL","UGA",1.25615018391536e-08,2.51230036783073e-08,0.09
"2975","MHL","URY",3.68261691648601e-10,1.1047850749458e-09,0.317
"2976","MHL","VNM",3.01707741495546e-07,9.05123224486638e-07,0.353
"2977","MHL","ZWE",3.97466406987872e-10,1.19239922096362e-09,0.324
"2978","MRT","AND",9.08160150175906e-09,2.09909164239702e-08,0.08
"2979","MRT","AIA",3.37846445939691e-08,1.01353933781907e-07,0.352
