"","From","To","Mean","UCI","p.value"
"379","AZE","KHM",1.52749202814461e-07,4.40361620128929e-07,0.088
"380","AZE","TCD",1.19491523978291e-08,2.38983047956582e-08,0.081
"381","AZE","CHL",8.21719693383612e-08,1.82405069038119e-07,0.106
"382","AZE","CRI",3.42244422705104e-09,9.07493346018949e-09,0.085
"383","AZE","DMA",3.02497782006316e-09,9.07493346018949e-09,0.345
"384","AZE","GNQ",3.97466406987872e-10,1.19239922096362e-09,0.336
"385","AZE","ETH",3.42785175915828e-08,6.85570351831656e-08,0.089
"386","AZE","FJI",7.94932813975744e-10,2.38479844192723e-09,0.341
"387","AZE","GRL",1.85678046437282e-09,3.71356092874564e-09,0.086
"388","AZE","JAM",4.32139688580452e-10,1.29641906574136e-09,0.334
"389","AZE","LBR",1.08444374350132e-08,3.25333123050396e-08,0.328
"390","AZE","MDG",4.32139688580452e-10,1.29641906574136e-09,0.327
"391","AZE","MRT",9.92794732487892e-08,2.16537874689377e-07,0.085
"392","AZE","MUS",1.56555436681767e-08,4.58618459295843e-08,0.082
"393","AZE","NPL",2.21573953448736e-08,5.8338857958361e-08,0.092
"394","AZE","NIU",5.18567626296543e-09,1.55570287888963e-08,0.324
"395","AZE","LCA",4.1692587208713e-09,1.25077761626139e-08,0.334
"396","AZE","VCT",6.86253969947171e-10,1.37250793989434e-09,0.09
"397","AZE","SOM",5.48696369622667e-09,1.646089108868e-08,0.311
"398","AZE","LKA",4.18033192969117e-08,1.22817119759253e-07,0.105
"399","AZE","SYR",3.93968756459651e-08,1.13326491763546e-07,0.08
"400","AZE","TGO",5.71639678395949e-06,1.71444512502047e-05,0.089
"401","AZE","URY",2.76647688041148e-05,8.29943064123443e-05,0.322
"402","AZE","ZWE",1.1822341509405e-09,2.38479844192723e-09,0.072
"403","BHS","DZA",3.45711750864362e-09,1.03713525259309e-08,0.343
"404","BHS","ARM",4.32139688580452e-10,1.29641906574136e-09,0.335
"405","BHS","AZE",2.11586009128657e-09,5.18567626296543e-09,0.091
"406","BHS","BLZ",2.2390044668301e-08,5.80952005447136e-08,0.092
"407","BHS","BES",3.87301336964757e-10,1.16190401089427e-09,0.329
"408","BHS","BIH",4.32139688580452e-10,1.29641906574136e-09,0.329
"409","BHS","BRN",3.87301336964757e-10,1.16190401089427e-09,0.342
"410","BHS","BGR",4.63208907806629e-07,9.4988810207314e-07,0.1
"411","BHS","BFA",3.87301336964757e-10,1.16190401089427e-09,0.34
"412","BHS","BDI",2.7111093587533e-09,8.13332807625991e-09,0.339
"413","BHS","CMR",3.12121918463729e-08,6.68439148471305e-08,0.084
"414","BHS","MAC",1.24559818863665e-08,3.11140575777926e-08,0.09
"415","BHS","HRV",2.16069844290226e-09,6.48209532870678e-09,0.345
"416","BHS","CUB",8.76477020781844e-08,1.75295404156369e-07,0.103
"417","BHS","CZE",4.9774061496642e-08,9.9548122993284e-08,0.101
"418","BHS","EGY",6.9487645347855e-10,1.3897529069571e-09,0.331
"419","BHS","SWZ",4.86413517434985e-09,1.45924055230495e-08,0.341
"420","BHS","ETH",4.85954188976395e-06,9.71908377952789e-06,0.103
"421","BHS","GEO",5.60812335924969e-07,1.68243700777491e-06,0.309
"422","BHS","HUN",1.38574570276353e-07,3.4276168321381e-07,0.087
"423","BHS","KEN",1.09217634417819e-08,2.46319622490858e-08,0.099
"424","BHS","KIR",3.45711750864362e-09,1.03713525259309e-08,0.328
"425","BHS","KGZ",8.1944102554521e-10,1.63888205109042e-09,0.083
"426","BHS","LBR",8.64279377160904e-10,2.59283813148271e-09,0.327
"427","BHS","LTU",1.72855875432181e-09,5.18567626296543e-09,0.301
"428","BHS","MLI",4.32139688580452e-10,1.29641906574136e-09,0.316
"429","BHS","MMR",1.16190401089427e-08,3.48571203268282e-08,0.336
"430","BHS","NIC",5.66428594624069e-06,1.69591509430128e-05,0.087
"431","BHS","MDK",7.20927251539751e-10,1.4418545030795e-09,0.084
"432","BHS","OMN",1.04571360980485e-08,3.13714082941454e-08,0.346
"433","BHS","PRY",4.51669694761057e-09,1.35500908428317e-08,0.34
"434","BHS","PHL",5.1408545886643e-07,1.53496017383777e-06,0.081
"435","BHS","QAT",4.14072537593588e-09,9.29523208715418e-09,0.094
"436","BHS","ROU",1.68372040270611e-09,3.88925719722407e-09,0.081
"437","BHS","RWA",1.72855875432181e-09,5.18567626296543e-09,0.349
"438","BHS","STP",2.50641019376662e-07,7.51923058129987e-07,0.323
"439","BHS","SEN",2.51519273721291e-08,5.46094885120308e-08,0.083
"440","BHS","SYC",4.03891527062564e-08,8.07783054125129e-08,0.081
"441","BHS","SLE",1.29641906574136e-09,3.88925719722407e-09,0.341
"442","BHS","SXM",8.64279377160904e-10,2.59283813148271e-09,0.365
"443","BHS","SVK",3.87301336964757e-10,7.74602673929515e-10,0.346
"444","BHS","SVN",1.20999112802527e-08,3.6299733840758e-08,0.337
"445","BHS","SUR",8.47749273243831e-08,1.69549854648766e-07,0.351
"446","BHS","TJK",1.127016142059e-09,2.42343520780036e-09,0.105
"447","BHS","TZA",2.47098252983515e-07,7.41294758950546e-07,0.331
"448","BHS","TUN",3.17838740950923e-06,9.53516222852768e-06,0.309
"449","BHS","UKR",2.59283813148271e-09,7.77851439444814e-09,0.322
"450","BHS","UZB",6.25388808130695e-09,1.87616642439208e-08,0.324
"451","BHS","VNM",9.82757340173467e-08,1.96551468034693e-07,0.093
"452","BHR","BLZ",4.76380644466652e-08,9.52761288933303e-08,0.354
"453","BHR","BWA",1.6025845529751e-06,4.8077536589253e-06,0.332
"454","BHR","BFA",3.58675941521775e-08,1.07602782456533e-07,0.332
"455","BHR","CAF",5.48879407412207e-06,1.09775881482441e-05,0.095
"456","BHR","TCD",5.05904489018143e-07,1.01180897803629e-06,0.105
"457","BHR","COM",3.901286367246e-06,1.1703859101738e-05,0.349
"458","BHR","CUB",1.39116975448699e-06,2.78233950897398e-06,0.1
"459","BHR","DMA",3.57719766289085e-08,1.07315929886725e-07,0.339
"460","BHR","GNQ",2.10253760380523e-05,6.26170544140858e-05,0.094
"461","BHR","FRO",8.64279377160904e-10,2.59283813148271e-09,0.336
"462","BHR","GIB",4.32139688580452e-10,1.29641906574136e-09,0.343
"463","BHR","GRL",1.12204090066879e-09,2.32380802178854e-09,0.093
"464","BHR","GUM",2.32380802178854e-09,6.97142406536563e-09,0.365
"465","BHR","KGZ",1.85904641743084e-08,5.57713925229251e-08,0.357
"466","BHR","LSO",7.44904633727147e-10,1.48980926745429e-09,0.078
"467","BHR","NER",2.30902382326748e-06,6.90083868694124e-06,0.078
"468","BHR","PNG",1.73719113369637e-09,3.56124182407749e-09,0.324
"469","BHR","KNA",4.58068069895279e-08,1.37420420968584e-07,0.329
"470","BHR","LCA",3.47438226739275e-10,1.04231468021782e-09,0.347
"471","BHR","VCT",2.07599698106108e-09,5.18567626296543e-09,0.103
"472","BHR","WSM",1.36988281280003e-07,4.1096484384001e-07,0.31
"473","BHR","SSD",2.32783611915314e-08,6.98350835745943e-08,0.324
"474","BHR","TJK",2.7111093587533e-08,8.13332807625991e-08,0.314
"475","BHR","TKL",1.47791773494515e-07,4.43375320483544e-07,0.343
"476","BHR","TON",7.57769704922378e-06,2.27330911476713e-05,0.328
"477","BHR","TCA",1.93650668482379e-09,5.80952005447136e-09,0.335
"478","BHR","UZB",1.88251808551555e-07,4.29927842817563e-07,0.082
"479","BGD","AGO",1.66082365885124e-07,3.59051492308991e-07,0.078
"480","BGD","ARM",4.28251096539175e-06,8.5650219307835e-06,0.082
"481","BGD","AZE",2.84616149255544e-06,5.93561084109402e-06,0.088
"482","BGD","BOL",1.42596529937297e-06,3.08251844702755e-06,0.097
"483","BGD","BIH",8.60857739331646e-06,1.72171547866329e-05,0.094
"484","BGD","BFA",1.19399171414298e-06,2.44864961548699e-06,0.08
"485","BGD","BDI",4.45859704720819e-07,8.91719409441637e-07,0.087
"486","BGD","COM",3.42582340261877e-07,6.85164680523754e-07,0.084
"487","BGD","COG",9.17759838821406e-07,2.19536305361659e-06,0.093
"488","BGD","CRI",4.93955641551589e-06,1.13489075878346e-05,0.073
"489","BGD","CUB",4.26946625417869e-07,8.53893250835738e-07,0.076
"490","BGD","DOM",3.20375211690104e-06,6.40750423380208e-06,0.084
"491","BGD","ECU",4.9681618289059e-06,9.93632365781181e-06,0.083
"492","BGD","GNQ",1.08119681674313e-06,2.16239363348626e-06,0.088
"493","BGD","SWZ",1.0417347101528e-07,2.92768044860638e-07,0.09
"494","BGD","FJI",1.41527217641859e-06,2.83054435283717e-06,0.093
"495","BGD","PYF",1.31595389020053e-06,2.84860052103052e-06,0.096
"496","BGD","GAB",3.42719624062432e-07,7.32076472101822e-07,0.082
"497","BGD","GMB",3.38856802663474e-07,7.26011933279677e-07,0.084
"498","BGD","GTM",2.13580134168035e-06,4.73034028127331e-06,0.091
"499","BGD","GUY",1.1439588974874e-07,2.29921652474705e-07,0.097
"500","BGD","HND",4.61043160176756e-06,9.3359243353482e-06,0.107
"501","BGD","JAM",9.80191027784255e-07,2.05674502339612e-06,0.071
"502","BGD","PRK",8.50626045432375e-06,2.13312793077083e-05,0.114
"503","BGD","LAO",2.50037770622571e-07,5.05955810304691e-07,0.093
"504","BGD","LVA",9.82742052629017e-07,2.01689233970774e-06,0.091
"505","BGD","LBN",5.51370293899647e-06,1.10274058779929e-05,0.082
"506","BGD","LBR",6.45546892571229e-07,1.69027360600077e-06,0.079
"507","BGD","LBY",3.34820682647103e-07,6.69641365294207e-07,0.084
"508","BGD","LTU",1.91102782222617e-06,3.82205564445234e-06,0.089
"509","BGD","LUX",2.69008081848016e-06,5.38016163696031e-06,0.079
"510","BGD","MDV",2.92188760272606e-06,6.17825616265511e-06,0.085
"511","BGD","MLI",5.33937609468385e-07,1.08035427303074e-06,0.097
"512","BGD","MRT",4.33303739249554e-07,1.02923887438694e-06,0.083
"513","BGD","MUS",6.97944035363213e-06,1.39588807072643e-05,0.106
"514","BGD","MNG",2.64313097092658e-06,5.28626194185317e-06,0.075
"515","BGD","NIC",1.24229587070094e-06,2.48459174140188e-06,0.092
"516","BGD","NER",6.77406271725645e-07,1.35481254345129e-06,0.095
"517","BGD","PRY",1.72838301843512e-06,3.45676603687024e-06,0.086
"518","BGD","SEN",4.70913548157938e-07,9.56464408521197e-07,0.094
"519","BGD","SRB",2.99083171609473e-05,5.98166343218945e-05,0.102
"520","BGD","SLE",8.15884307958804e-07,1.63176861591761e-06,0.081
"521","BGD","SLB",8.79857454903483e-07,1.78557350177734e-06,0.106
"522","BGD","SOM",7.97443644146744e-06,1.61412032564841e-05,0.098
"523","BGD","TGO",9.04108165697089e-08,1.80821633139418e-07,0.102
"524","BGD","TTO",6.64926939798135e-07,1.32985387959627e-06,0.092
"525","BGD","URY",1.18709742675659e-05,2.37419485351319e-05,0.086
"526","BGD","VUT",2.00382962108626e-07,4.50262725667412e-07,0.082
"527","BGD","VEN",1.36010846191805e-06,3.55555247515488e-06,0.09
"528","BGD","ZMB",5.13479453765126e-07,1.17021270558156e-06,0.081
"529","BRB","DZA",3.87301336964757e-10,1.16190401089427e-09,0.334
"530","BRB","AGO",1.89294448356987e-08,5.57460198268783e-08,0.099
"531","BRB","BEN",2.0660734022954e-08,5.96583940470733e-08,0.083
"532","BRB","BWA",2.26131718317557e-07,6.77233250941777e-07,0.099
"533","BRB","BDI",1.94923215814181e-08,3.89846431628361e-08,0.087
"534","BRB","CPV",8.51503777774534e-09,2.33355431833444e-08,0.099
"535","BRB","KHM",5.01587773522569e-09,1.39428481307313e-08,0.081
"536","BRB","COG",4.95519116009088e-09,1.2780944119837e-08,0.097
"537","BRB","COD",2.92890425141209e-07,8.78671275423626e-07,0.347
"538","BRB","COK",7.0921703679042e-09,1.424847325148e-08,0.095
"539","BRB","CIV",1.12204090066879e-09,2.32380802178854e-09,0.099
"540","BRB","HRV",1.1047850749458e-09,3.31435522483741e-09,0.32
"541","BRB","ERI",3.47438226739275e-10,1.04231468021782e-09,0.33
"542","BRB","ETH",3.02497782006316e-09,9.07493346018949e-09,0.304
"543","BRB","GRL",7.34739563704032e-10,1.46947912740806e-09,0.091
"544","BRB","GUM",1.45924055230495e-08,4.37772165691486e-08,0.346
"545","BRB","IRN",1.16190401089427e-09,3.48571203268282e-09,0.34
"546","BRB","LSO",3.94140982480847e-09,8.3385174417426e-09,0.083
"547","BRB","LBY",4.32139688580452e-10,1.29641906574136e-09,0.326
"548","BRB","MDG",7.34739563704032e-10,1.50934223763355e-09,0.08
"549","BRB","MWI",1.05759903779249e-08,2.11519807558499e-08,0.075
"550","BRB","MLT",1.48118678392292e-09,3.57719766289085e-09,0.107
"551","BRB","MHL",8.66362688877896e-10,2.59908806663369e-09,0.342
"552","BRB","FSM",1.04231468021782e-09,3.12694404065347e-09,0.319
"553","BRB","MOZ",8.90793075018942e-09,2.67237922505683e-08,0.323
"554","BRB","MMR",1.50992961906908e-08,4.06502725284952e-08,0.086
"555","BRB","NPL",1.73719113369637e-09,5.21157340108912e-09,0.341
"556","BRB","OMN",5.18567626296543e-09,1.55570287888963e-08,0.342
"557","BRB","QAT",1.59891684774767e-08,3.19783369549535e-08,0.343
"558","BRB","SHN",2.96109982313131e-09,7.77851439444814e-09,0.098
"559","BRB","SEN",7.36523383297201e-10,2.2095701498916e-09,0.318
"560","BRB","SLB",3.5993230568487e-09,8.01846335663191e-09,0.092
"561","BRB","SDN",1.16677715916722e-08,3.50033147750166e-08,0.325
"562","BRB","TJK",6.26044875802621e-09,1.28339199539535e-08,0.349
"563","BRB","TKL",7.34739563704032e-10,1.46947912740806e-09,0.087
"564","BRB","TON",6.9487645347855e-10,2.08462936043565e-09,0.323
"565","BRB","UGA",1.98733203493936e-09,5.96199610481808e-09,0.348
"566","BRB","UZB",1.44393781479649e-09,4.33181344438948e-09,0.345
"567","BRB","VUT",7.54697934880418e-08,1.77609412006566e-07,0.098
"568","BRB","WLF",2.80890797577294e-08,8.42672392731882e-08,0.349
"569","BLR","ATG",2.88787562959299e-10,8.66362688877896e-10,0.336
"570","BLR","ABW",6.9487645347855e-10,2.08462936043565e-09,0.308
"571","BLR","BWA",2.88787562959299e-10,8.66362688877896e-10,0.3
"572","BLR","CYM",1.2325410688095e-09,2.59283813148271e-09,0.084
"573","BLR","DMA",1.7463622846275e-08,4.92639244981715e-08,0.08
"574","BLR","SWZ",4.4520614105631e-08,1.32457057241947e-07,0.099
"575","BLR","FRO",1.0685139829494e-08,3.20554194884821e-08,0.318
"576","BLR","GIB",1.72855875432181e-09,5.18567626296543e-09,0.335
"577","BLR","GRL",3.47438226739275e-10,1.04231468021782e-09,0.322
"578","BLR","GNB",8.01713767517048e-08,2.40514130255114e-07,0.329
"579","BLR","LSO",1.26174578414878e-09,2.52349156829755e-09,0.087
"580","BLR","MDV",2.21448823329176e-08,6.41108389769643e-08,0.104
"581","BLR","MHL",3.47438226739275e-09,1.04231468021782e-08,0.33
"582","BLR","NCL",1.30608451803494e-08,2.61216903606987e-08,0.091
"583","BLR","LCA",4.05087860813461e-09,8.10175721626922e-09,0.366
"584","BLR","WSM",2.27522651069152e-08,6.73904326318678e-08,0.084
"585","BLR","SYC",5.19880558565089e-08,1.04840391090179e-07,0.091
"586","BLR","TLS",1.51248891003158e-08,4.53746673009475e-08,0.342
"587","BEL","FRA",0.0943445344263763,0.0999562495326675,0.989
"588","BEL","DEU",0.114331482974068,0.120765299165361,1
"589","BEL","MHL",0.000491936424777693,0.00122807755773472,0.089
"590","BEL","FSM",3.79943577784309e-09,7.59887155568619e-09,0.086
"591","BEL","NLD",0.0781346854543771,0.0808731823914699,1
"592","BEL","MNP",3.15940111585675e-09,7.1543953257817e-09,0.096
"593","BEL","SHN",1.83934366262974e-08,5.34475845011365e-08,0.084
"594","BEL","TUV",1.00729049800929e-08,2.76196268736451e-08,0.091
"595","BEL","GBR",0.044772097449301,0.0485619149452607,0.054
"596","BEL","USA",0.0466114750745087,0.0518916378975177,0.195
"597","BLZ","DZA",9.64620629940287e-08,2.10304625971863e-07,0.085
"598","BLZ","AIA",3.45711750864362e-08,1.03713525259309e-07,0.339
"599","BLZ","ARM",4.45784632674918e-08,1.02546333002871e-07,0.099
"600","BLZ","BGD",3.87301336964757e-10,1.16190401089427e-09,0.35
"601","BLZ","BLR",1.54920534785903e-09,4.64761604357709e-09,0.332
"602","BLZ","BEN",1.20063414459075e-08,3.60190243377224e-08,0.318
"603","BLZ","BMU",1.47445436879828e-09,3.12694404065347e-09,0.076
"604","BLZ","BRN",1.24270693973019e-08,2.86175813031268e-08,0.094
"605","BLZ","BDI",3.87301336964757e-10,1.16190401089427e-09,0.332
"606","BLZ","CPV",8.65414975374212e-08,2.59624492612264e-07,0.383
"607","BLZ","COD",2.11937318310958e-08,6.35811954932873e-08,0.354
"608","BLZ","HRV",8.3385174417426e-09,2.50155523252278e-08,0.314
"609","BLZ","GAB",7.74602673929515e-10,2.32380802178854e-09,0.342
"610","BLZ","LVA",4.884024237494e-08,9.768048474988e-08,0.07
"611","BLZ","MDG",4.32139688580452e-10,1.29641906574136e-09,0.313
"612","BLZ","MHL",3.87301336964757e-10,1.16190401089427e-09,0.32
"613","BLZ","MRT",2.59283813148271e-09,7.77851439444814e-09,0.322
"614","BLZ","MNG",2.98013946844747e-09,7.77851439444814e-09,0.087
"615","BLZ","MNE",4.09720512772605e-09,8.1944102554521e-09,0.091
"616","BLZ","NPL",1.96623558304106e-07,5.89870674912317e-07,0.355
"617","BLZ","NER",1.21171760390018e-09,2.59283813148271e-09,0.081
"618","BLZ","PRY",3.23656984319914e-07,9.28236051070811e-07,0.086
"619","BLZ","PHL",9.07181895529846e-08,2.69561730527471e-07,0.076
"620","BLZ","QAT",7.95835518614988e-08,1.82437080807433e-07,0.086
"621","BLZ","ROU",2.09140817996437e-06,6.27311975481818e-06,0.099
"622","BLZ","RWA",1.51149172116487e-08,4.41523524139823e-08,0.11
"623","BLZ","WSM",2.08462936043565e-09,6.25388808130695e-09,0.333
"624","BLZ","SEN",2.68965069887369e-08,6.07631791220191e-08,0.086
"625","BLZ","SYC",3.9840847858692e-05,8.98275189189072e-05,0.081
"626","BLZ","SLE",2.98222029462863e-08,8.9466608838859e-08,0.328
"627","BLZ","TJK",2.16069844290226e-08,6.48209532870678e-08,0.351
"628","BLZ","TZA",5.80952005447136e-09,1.74285601634141e-08,0.316
"629","BEN","ASM",3.47438226739275e-10,1.04231468021782e-09,0.343
"630","BEN","AIA",7.94932813975744e-10,2.38479844192723e-09,0.337
"631","BEN","ATG",2.17274398072674e-08,6.51823194218023e-08,0.338
"632","BEN","AZE",2.01985862267924e-07,6.01538446503989e-07,0.105
"633","BEN","BHS",1.58986562795149e-09,4.76959688385447e-09,0.34
"634","BEN","BOL",2.80286937370168e-09,6.47210143628126e-09,0.104
"635","BEN","BIH",4.1828511024222e-08,1.10893127549616e-07,0.089
"636","BEN","BWA",4.32139688580452e-10,1.29641906574136e-09,0.34
"637","BEN","BRN",5.61171057514224e-07,1.60450369980186e-06,0.093
"638","BEN","CPV",2.88787562959299e-10,5.77575125918597e-10,0.369
"639","BEN","CYP",2.03609194945559e-08,4.07218389891118e-08,0.079
"640","BEN","ECU",7.69021838497947e-08,2.16114146026335e-07,0.083
"641","BEN","SWZ",2.43206758717492e-09,7.29620276152477e-09,0.305
"642","BEN","PYF",1.04231468021782e-09,3.12694404065347e-09,0.32
"643","BEN","GEO",1.81691735414734e-09,3.90154671458299e-09,0.086
"644","BEN","GRL",3.97466406987872e-10,1.19239922096362e-09,0.337
"645","BEN","GUM",3.68261691648601e-10,1.1047850749458e-09,0.329
"646","BEN","HTI",5.19430864233999e-09,1.038861728468e-08,0.096
"647","BEN","HND",1.82834547214421e-08,3.65669094428842e-08,0.341
"648","BEN","IRQ",1.39801554070636e-08,3.24104766435339e-08,0.079
"649","BEN","JAM",1.1047850749458e-09,3.31435522483741e-09,0.331
"650","BEN","KGZ",5.48696369622667e-09,1.646089108868e-08,0.333
"651","BEN","LVA",5.31225612244769e-08,1.40307704518117e-07,0.077
"652","BEN","MLT",3.68261691648601e-10,1.1047850749458e-09,0.326
"653","BEN","MDA",7.89712928653135e-08,2.26182285607268e-07,0.096
"654","BEN","MNG",4.34999140984372e-09,1.04571360980485e-08,0.078
"655","BEN","MSR",5.88310730849466e-07,1.7649321925484e-06,0.339
"656","BEN","NCL",5.45704540723809e-09,1.15070010473644e-08,0.099
"657","BEN","PAN",3.87301336964757e-10,1.16190401089427e-09,0.339
"658","BEN","PHL",1.70412588264493e-08,5.1123776479348e-08,0.31
"659","BEN","STP",2.94609353318881e-09,8.83828059956642e-09,0.314
"660","BEN","SRB",4.44356035176875e-09,1.07315929886725e-08,0.091
"661","BEN","SOM",3.75423831847088e-09,1.12627149554126e-08,0.327
"662","BEN","TTO",1.84091507335273e-07,5.52274522005818e-07,0.346
"663","BEN","TCA",4.43817994509937e-09,1.21526358244038e-08,0.089
"664","BEN","UZB",3.13998461520419e-08,9.41995384561257e-08,0.35
"665","BMU","ALB",2.13465754068425e-09,5.21157340108912e-09,0.08
"666","BMU","AGO",3.97466406987872e-10,1.19239922096362e-09,0.359
"667","BMU","ATG",8.20086673359032e-09,2.02707867563815e-08,0.082
"668","BMU","AZE",1.09199834664154e-06,3.27599503992462e-06,0.359
"669","BMU","BGD",3.48571203268282e-09,1.04571360980485e-08,0.327
"670","BMU","BLZ",3.68261691648601e-10,1.1047850749458e-09,0.329
"671","BMU","BWA",4.32139688580452e-10,1.29641906574136e-09,0.317
"672","BMU","BRA",8.82820452973846e-09,2.43999842287797e-08,0.09
"673","BMU","CMR",4.18058848616137e-09,1.04571360980485e-08,0.08
"674","BMU","CHL",7.35872540233039e-09,2.20761762069912e-08,0.347
"675","BMU","COL",6.9487645347855e-10,2.08462936043565e-09,0.322
"676","BMU","COD",1.29641906574136e-09,3.88925719722407e-09,0.342
"677","BMU","CIV",4.15477278880945e-09,1.07315929886725e-08,0.076
"678","BMU","DMA",1.08372037693504e-09,2.38479844192723e-09,0.082
"679","BMU","SLV",1.54920534785903e-09,4.64761604357709e-09,0.314
"680","BMU","ETH",4.32139688580452e-09,1.29641906574136e-08,0.364
"681","BMU","PYF",1.16190401089427e-09,3.48571203268282e-09,0.337
"682","BMU","GMB",7.65728098636473e-10,1.53145619727295e-09,0.063
"683","BMU","GRC",1.0253109462565e-09,2.2095701498916e-09,0.089
"684","BMU","GRD",3.97466406987872e-10,1.19239922096362e-09,0.332
"685","BMU","GTM",1.3897529069571e-09,4.1692587208713e-09,0.345
"686","BMU","GUY",4.24127506129618e-09,1.16190401089427e-08,0.108
"687","BMU","ISL",1.83737325438224e-06,5.51107744846651e-06,0.091
"688","BMU","KAZ",1.23936427828722e-08,3.71809283486167e-08,0.333
